[run number],initial-people,num-infect,immune-chance,recovery-chance,[step],count turtles with [infected?],count turtles with [immune? = true],count turtles,sum [sicktime] of turtles
2,1000,100,50,10,56,380,510,1000,17214
3,1000,100,50,10,59,378,504,1000,18620
4,1000,100,50,10,54,352,527,1000,14749
5,1000,100,50,10,43,378,507,1000,12638
1,1000,100,50,10,56,386,490,1000,18511
6,1000,100,50,10,57,373,492,1000,18734
2,1000,100,50,10,57,373,510,1000,17594
3,1000,100,50,10,60,382,504,1000,18998
5,1000,100,50,10,44,383,507,1000,13016
6,1000,100,50,10,58,377,492,1000,19107
2,1000,100,50,10,58,378,510,1000,17967
1,1000,100,50,10,57,394,490,1000,18897
4,1000,100,50,10,55,345,527,1000,15101
7,1000,100,50,10,56,374,508,1000,17299
5,1000,100,50,10,45,384,507,1000,13399
3,1000,100,50,10,61,384,504,1000,19380
2,1000,100,50,10,59,373,510,1000,18345
6,1000,100,50,10,59,366,492,1000,19484
8,1000,100,50,10,58,408,494,1000,18627
1,1000,100,50,10,58,393,490,1000,19291
7,1000,100,50,10,57,367,508,1000,17673
4,1000,100,50,10,56,349,527,1000,15446
8,1000,100,50,10,59,394,494,1000,19035
1,1000,100,50,10,59,404,490,1000,19684
7,1000,100,50,10,58,365,508,1000,18040
3,1000,100,50,10,62,391,504,1000,19764
5,1000,100,50,10,46,377,507,1000,13783
2,1000,100,50,10,60,377,510,1000,18718
6,1000,100,50,10,60,379,492,1000,19850
7,1000,100,50,10,59,361,508,1000,18405
8,1000,100,50,10,60,387,494,1000,19429
3,1000,100,50,10,63,389,504,1000,20155
2,1000,100,50,10,61,375,510,1000,19095
6,1000,100,50,10,61,395,492,1000,20229
1,1000,100,50,10,60,396,490,1000,20088
3,1000,100,50,10,64,390,504,1000,20544
8,1000,100,50,10,61,390,494,1000,19816
7,1000,100,50,10,60,349,508,1000,18766
6,1000,100,50,10,62,396,492,1000,20624
2,1000,100,50,10,62,371,510,1000,19470
4,1000,100,50,10,57,346,527,1000,15795
3,1000,100,50,10,65,382,504,1000,20934
5,1000,100,50,10,47,370,507,1000,14160
8,1000,100,50,10,62,377,494,1000,20206
1,1000,100,50,10,61,394,490,1000,20484
7,1000,100,50,10,61,357,508,1000,19115
6,1000,100,50,10,63,391,492,1000,21020
2,1000,100,50,10,63,366,510,1000,19841
3,1000,100,50,10,66,382,504,1000,21316
8,1000,100,50,10,63,390,494,1000,20583
5,1000,100,50,10,48,369,507,1000,14530
1,1000,100,50,10,62,382,490,1000,20878
7,1000,100,50,10,62,366,508,1000,19472
4,1000,100,50,10,58,350,527,1000,16141
6,1000,100,50,10,64,406,492,1000,21411
3,1000,100,50,10,67,386,504,1000,21698
8,1000,100,50,10,64,392,494,1000,20973
1,1000,100,50,10,63,384,490,1000,21260
2,1000,100,50,10,64,363,510,1000,20207
7,1000,100,50,10,63,365,508,1000,19838
5,1000,100,50,10,49,363,507,1000,14899
4,1000,100,50,10,59,350,527,1000,16491
3,1000,100,50,10,68,386,504,1000,22084
6,1000,100,50,10,65,411,492,1000,21817
7,1000,100,50,10,64,377,508,1000,20203
8,1000,100,50,10,65,383,494,1000,21365
2,1000,100,50,10,65,365,510,1000,20570
1,1000,100,50,10,64,376,490,1000,21644
3,1000,100,50,10,69,377,504,1000,22470
4,1000,100,50,10,60,359,527,1000,16841
5,1000,100,50,10,50,364,507,1000,15262
6,1000,100,50,10,66,401,492,1000,22228
8,1000,100,50,10,66,386,494,1000,21748
7,1000,100,50,10,65,372,508,1000,20580
1,1000,100,50,10,65,393,490,1000,22020
2,1000,100,50,10,66,356,510,1000,20935
3,1000,100,50,10,70,376,504,1000,22847
8,1000,100,50,10,67,384,494,1000,22134
6,1000,100,50,10,67,401,492,1000,22629
4,1000,100,50,10,61,352,527,1000,17200
2,1000,100,50,10,67,365,510,1000,21291
5,1000,100,50,10,51,370,507,1000,15626
3,1000,100,50,10,71,380,504,1000,23223
1,1000,100,50,10,66,390,490,1000,22413
7,1000,100,50,10,66,360,508,1000,20952
8,1000,100,50,10,68,382,494,1000,22518
6,1000,100,50,10,68,398,492,1000,23030
2,1000,100,50,10,68,371,510,1000,21656
4,1000,100,50,10,62,345,527,1000,17552
5,1000,100,50,10,52,372,507,1000,15996
8,1000,100,50,10,69,376,494,1000,22900
3,1000,100,50,10,72,375,504,1000,23603
2,1000,100,50,10,69,376,510,1000,22027
6,1000,100,50,10,69,393,492,1000,23428
1,1000,100,50,10,67,382,490,1000,22803
7,1000,100,50,10,67,374,508,1000,21312
4,1000,100,50,10,63,345,527,1000,17897
5,1000,100,50,10,53,373,507,1000,16368
8,1000,100,50,10,70,383,494,1000,23276
1,1000,100,50,10,68,377,490,1000,23185
2,1000,100,50,10,70,364,510,1000,22403
6,1000,100,50,10,70,399,492,1000,23821
3,1000,100,50,10,73,366,504,1000,23978
7,1000,100,50,10,68,373,508,1000,21686
6,1000,100,50,10,71,394,492,1000,24220
8,1000,100,50,10,71,383,494,1000,23659
2,1000,100,50,10,71,354,510,1000,22767
4,1000,100,50,10,64,345,527,1000,18242
1,1000,100,50,10,69,379,490,1000,23562
7,1000,100,50,10,69,379,508,1000,22059
8,1000,100,50,10,72,375,494,1000,24042
4,1000,100,50,10,65,360,527,1000,18587
3,1000,100,50,10,74,368,504,1000,24344
6,1000,100,50,10,72,387,492,1000,24614
2,1000,100,50,10,72,349,510,1000,23121
1,1000,100,50,10,70,392,490,1000,23941
7,1000,100,50,10,70,383,508,1000,22438
8,1000,100,50,10,73,380,494,1000,24417
4,1000,100,50,10,66,363,527,1000,18947
3,1000,100,50,10,75,363,504,1000,24712
6,1000,100,50,10,73,385,492,1000,25001
1,1000,100,50,10,71,385,490,1000,24333
7,1000,100,50,10,71,392,508,1000,22821
4,1000,100,50,10,67,351,527,1000,19310
8,1000,100,50,10,74,392,494,1000,24797
2,1000,100,50,10,73,354,510,1000,23470
3,1000,100,50,10,76,366,504,1000,25075
6,1000,100,50,10,74,382,492,1000,25386
1,1000,100,50,10,72,399,490,1000,24718
7,1000,100,50,10,72,378,508,1000,23213
4,1000,100,50,10,68,350,527,1000,19661
8,1000,100,50,10,75,383,494,1000,25189
3,1000,100,50,10,77,367,504,1000,25441
7,1000,100,50,10,73,369,508,1000,23591
2,1000,100,50,10,74,358,510,1000,23824
4,1000,100,50,10,69,343,527,1000,20011
5,1000,100,50,10,54,365,507,1000,16741
8,1000,100,50,10,76,383,494,1000,25572
3,1000,100,50,10,78,365,504,1000,25808
6,1000,100,50,10,75,380,492,1000,25768
7,1000,100,50,10,74,363,508,1000,23960
5,1000,100,50,10,55,374,507,1000,17106
4,1000,100,50,10,70,339,527,1000,20354
8,1000,100,50,10,77,375,494,1000,25955
2,1000,100,50,10,75,362,510,1000,24182
3,1000,100,50,10,79,376,504,1000,26173
6,1000,100,50,10,76,386,492,1000,26148
8,1000,100,50,10,78,382,494,1000,26330
7,1000,100,50,10,75,365,508,1000,24323
5,1000,100,50,10,56,367,507,1000,17480
2,1000,100,50,10,76,357,510,1000,24544
3,1000,100,50,10,80,377,504,1000,26549
6,1000,100,50,10,77,399,492,1000,26534
7,1000,100,50,10,76,358,508,1000,24688
8,1000,100,50,10,79,390,494,1000,26712
4,1000,100,50,10,71,346,527,1000,20693
5,1000,100,50,10,57,370,507,1000,17847
2,1000,100,50,10,77,366,510,1000,24901
6,1000,100,50,10,78,393,492,1000,26933
7,1000,100,50,10,77,373,508,1000,25046
4,1000,100,50,10,72,349,527,1000,21039
3,1000,100,50,10,81,367,504,1000,26926
8,1000,100,50,10,80,389,494,1000,27102
5,1000,100,50,10,58,376,507,1000,18217
