[run number],initial-people,num-infect,immune-chance,recovery-chance,[step],count turtles with [infected?],count turtles with [immune? = true],count turtles,sum [sicktime] of turtles
8,1000,100,50,10,50,354,513,1000,14596
3,1000,100,50,10,47,379,491,1000,15496
7,1000,100,50,10,66,398,481,1000,22567
6,1000,100,50,10,48,370,502,1000,14796
1,1000,100,50,10,53,350,516,1000,15949
4,1000,100,50,10,50,352,514,1000,14978
5,1000,100,50,10,65,366,507,1000,21273
1,1000,100,50,10,54,348,516,1000,16299
8,1000,100,50,10,51,362,513,1000,14950
7,1000,100,50,10,67,388,481,1000,22965
3,1000,100,50,10,48,372,491,1000,15875
2,1000,100,50,10,42,408,488,1000,13379
4,1000,100,50,10,51,341,514,1000,15330
6,1000,100,50,10,49,378,502,1000,15166
5,1000,100,50,10,66,365,507,1000,21639
1,1000,100,50,10,55,351,516,1000,16647
7,1000,100,50,10,68,394,481,1000,23353
3,1000,100,50,10,49,381,491,1000,16247
8,1000,100,50,10,52,346,513,1000,15312
4,1000,100,50,10,52,339,514,1000,15671
5,1000,100,50,10,67,364,507,1000,22004
6,1000,100,50,10,50,393,502,1000,15544
2,1000,100,50,10,43,409,488,1000,13787
1,1000,100,50,10,56,355,516,1000,16998
7,1000,100,50,10,69,396,481,1000,23747
4,1000,100,50,10,53,339,514,1000,16010
7,1000,100,50,10,70,403,481,1000,24143
3,1000,100,50,10,50,389,491,1000,16628
6,1000,100,50,10,51,383,502,1000,15937
2,1000,100,50,10,44,398,488,1000,14196
8,1000,100,50,10,53,350,513,1000,15658
5,1000,100,50,10,68,362,507,1000,22368
1,1000,100,50,10,57,360,516,1000,17353
7,1000,100,50,10,71,408,481,1000,24546
8,1000,100,50,10,54,354,513,1000,16008
5,1000,100,50,10,69,363,507,1000,22730
4,1000,100,50,10,54,354,514,1000,16349
7,1000,100,50,10,72,391,481,1000,24954
6,1000,100,50,10,52,389,502,1000,16320
5,1000,100,50,10,70,359,507,1000,23093
8,1000,100,50,10,55,362,513,1000,16362
3,1000,100,50,10,51,380,491,1000,17017
2,1000,100,50,10,45,391,488,1000,14594
4,1000,100,50,10,55,359,514,1000,16703
7,1000,100,50,10,73,394,481,1000,25345
6,1000,100,50,10,53,381,502,1000,16709
5,1000,100,50,10,71,379,507,1000,23452
3,1000,100,50,10,52,388,491,1000,17397
8,1000,100,50,10,56,360,513,1000,16724
4,1000,100,50,10,56,364,514,1000,17062
7,1000,100,50,10,74,409,481,1000,25739
2,1000,100,50,10,46,407,488,1000,14985
5,1000,100,50,10,72,372,507,1000,23831
6,1000,100,50,10,54,379,502,1000,17090
3,1000,100,50,10,53,398,491,1000,17785
4,1000,100,50,10,57,370,514,1000,17426
7,1000,100,50,10,75,401,481,1000,26148
8,1000,100,50,10,57,358,513,1000,17084
2,1000,100,50,10,47,399,488,1000,15392
5,1000,100,50,10,73,368,507,1000,24203
6,1000,100,50,10,55,390,502,1000,17469
3,1000,100,50,10,54,397,491,1000,18183
4,1000,100,50,10,58,353,514,1000,17796
7,1000,100,50,10,76,400,481,1000,26549
1,1000,100,50,10,58,366,516,1000,17713
8,1000,100,50,10,58,353,513,1000,17442
2,1000,100,50,10,48,398,488,1000,15791
5,1000,100,50,10,74,383,507,1000,24571
3,1000,100,50,10,55,407,491,1000,18580
6,1000,100,50,10,56,398,502,1000,17859
7,1000,100,50,10,77,394,481,1000,26949
5,1000,100,50,10,75,378,507,1000,24954
8,1000,100,50,10,59,344,513,1000,17795
1,1000,100,50,10,59,372,516,1000,18079
4,1000,100,50,10,59,345,514,1000,18149
2,1000,100,50,10,49,403,488,1000,16189
7,1000,100,50,10,78,394,481,1000,27343
3,1000,100,50,10,56,404,491,1000,18987
6,1000,100,50,10,57,385,502,1000,18257
5,1000,100,50,10,76,373,507,1000,25332
7,1000,100,50,10,79,393,481,1000,27737
8,1000,100,50,10,60,364,513,1000,18139
1,1000,100,50,10,60,374,516,1000,18451
3,1000,100,50,10,57,394,491,1000,19391
2,1000,100,50,10,50,400,488,1000,16592
5,1000,100,50,10,77,367,507,1000,25705
4,1000,100,50,10,60,355,514,1000,18494
6,1000,100,50,10,58,394,502,1000,18642
7,1000,100,50,10,80,410,481,1000,28130
5,1000,100,50,10,78,376,507,1000,26072
1,1000,100,50,10,61,364,516,1000,18825
3,1000,100,50,10,58,392,491,1000,19785
2,1000,100,50,10,51,405,488,1000,16992
7,1000,100,50,10,81,405,481,1000,28540
1,1000,100,50,10,62,370,516,1000,19189
2,1000,100,50,10,52,396,488,1000,17397
7,1000,100,50,10,82,402,481,1000,28945
5,1000,100,50,10,79,371,507,1000,26448
2,1000,100,50,10,53,392,488,1000,17793
7,1000,100,50,10,83,394,481,1000,29347
6,1000,100,50,10,59,393,502,1000,19036
1,1000,100,50,10,63,367,516,1000,19559
8,1000,100,50,10,61,372,513,1000,18503
5,1000,100,50,10,80,372,507,1000,26819
7,1000,100,50,10,84,392,481,1000,29741
4,1000,100,50,10,61,352,514,1000,18849
5,1000,100,50,10,81,375,507,1000,27191
1,1000,100,50,10,64,359,516,1000,19926
6,1000,100,50,10,60,396,502,1000,19429
2,1000,100,50,10,54,396,488,1000,18185
5,1000,100,50,10,82,379,507,1000,27566
8,1000,100,50,10,62,374,513,1000,18875
4,1000,100,50,10,62,349,514,1000,19201
1,1000,100,50,10,65,359,516,1000,20285
6,1000,100,50,10,61,387,502,1000,19825
5,1000,100,50,10,83,368,507,1000,27945
2,1000,100,50,10,55,400,488,1000,18581
8,1000,100,50,10,63,369,513,1000,19249
4,1000,100,50,10,63,347,514,1000,19550
5,1000,100,50,10,84,359,507,1000,28313
