[run number],initial-people,num-infect,immune-chance,recovery-chance,[step],count turtles with [infected?],count turtles,sum [sicktime] of turtles
12,100,21,50,50,36,0,100,10
15,100,21,50,50,21,0,100,12
9,100,11,50,50,55,0,100,6
10,100,11,50,50,51,0,100,21
15,100,21,50,50,22,0,100,12
14,100,21,50,50,34,0,100,23
11,100,21,50,50,35,0,100,22
13,100,21,50,50,26,0,100,13
9,100,11,50,50,56,0,100,6
12,100,21,50,50,37,0,100,10
10,100,11,50,50,52,0,100,21
13,100,21,50,50,27,0,100,13
14,100,21,50,50,35,0,100,23
11,100,21,50,50,36,0,100,22
15,100,21,50,50,23,0,100,12
12,100,21,50,50,38,0,100,10
9,100,11,50,50,57,0,100,6
