[run number],initial-people,num-infect,immune-chance,recovery-chance,[step],count turtles with [infected?],count turtles
4,100,1,90,10,94,0,100
8,100,11,90,10,85,0,100
6,100,11,90,10,61,0,100
9,100,11,90,10,18,0,100
2,100,1,90,10,77,0,100
5,100,1,90,10,89,0,100
4,100,1,90,10,95,0,100
8,100,11,90,10,86,0,100
9,100,11,90,10,19,0,100
3,100,1,90,10,85,0,100
5,100,1,90,10,90,0,100
7,100,11,90,10,70,0,100
9,100,11,90,10,20,0,100
4,100,1,90,10,96,0,100
6,100,11,90,10,62,0,100
8,100,11,90,10,87,0,100
5,100,1,90,10,91,0,100
2,100,1,90,10,78,0,100
4,100,1,90,10,97,0,100
8,100,11,90,10,88,0,100
9,100,11,90,10,21,0,100
5,100,1,90,10,92,0,100
8,100,11,90,10,89,0,100
3,100,1,90,10,86,0,100
7,100,11,90,10,71,0,100
6,100,11,90,10,63,0,100
2,100,1,90,10,79,0,100
4,100,1,90,10,98,0,100
5,100,1,90,10,93,0,100
8,100,11,90,10,90,0,100
9,100,11,90,10,22,0,100
7,100,11,90,10,72,0,100
3,100,1,90,10,87,0,100
5,100,1,90,10,94,0,100
4,100,1,90,10,99,0,100
6,100,11,90,10,64,0,100
8,100,11,90,10,91,0,100
5,100,1,90,10,95,0,100
9,100,11,90,10,23,0,100
2,100,1,90,10,80,0,100
7,100,11,90,10,73,0,100
3,100,1,90,10,88,0,100
9,100,11,90,10,24,0,100
4,100,1,90,10,100,0,100
8,100,11,90,10,92,0,100
5,100,1,90,10,96,0,100
6,100,11,90,10,65,0,100
2,100,1,90,10,81,0,100
9,100,11,90,10,25,0,100
7,100,11,90,10,74,0,100
3,100,1,90,10,89,0,100
8,100,11,90,10,93,0,100
5,100,1,90,10,97,0,100
9,100,11,90,10,26,0,100
8,100,11,90,10,94,0,100
10,100,11,90,10,0,2,100
9,100,11,90,10,27,0,100
8,100,11,90,10,95,0,100
7,100,11,90,10,75,0,100
5,100,1,90,10,98,0,100
2,100,1,90,10,82,0,100
6,100,11,90,10,66,0,100
3,100,1,90,10,90,0,100
10,100,11,90,10,1,2,100
8,100,11,90,10,96,0,100
9,100,11,90,10,28,0,100
2,100,1,90,10,83,0,100
7,100,11,90,10,76,0,100
3,100,1,90,10,91,0,100
5,100,1,90,10,99,0,100
10,100,11,90,10,2,2,100
8,100,11,90,10,97,0,100
6,100,11,90,10,67,0,100
7,100,11,90,10,77,0,100
2,100,1,90,10,84,0,100
10,100,11,90,10,3,2,100
8,100,11,90,10,98,0,100
9,100,11,90,10,29,0,100
5,100,1,90,10,100,0,100
8,100,11,90,10,99,0,100
10,100,11,90,10,4,2,100
9,100,11,90,10,30,0,100
7,100,11,90,10,78,0,100
3,100,1,90,10,92,0,100
8,100,11,90,10,100,0,100
6,100,11,90,10,68,0,100
2,100,1,90,10,85,0,100
10,100,11,90,10,5,2,100
10,100,11,90,10,6,2,100
9,100,11,90,10,31,0,100
7,100,11,90,10,79,0,100
3,100,1,90,10,93,0,100
6,100,11,90,10,69,0,100
9,100,11,90,10,32,0,100
2,100,1,90,10,86,0,100
11,100,21,90,10,0,0,100
10,100,11,90,10,7,2,100
9,100,11,90,10,33,0,100
3,100,1,90,10,94,0,100
7,100,11,90,10,80,0,100
6,100,11,90,10,70,0,100
9,100,11,90,10,34,0,100
12,100,21,90,10,0,2,100
11,100,21,90,10,1,0,100
2,100,1,90,10,87,0,100
10,100,11,90,10,8,2,100
11,100,21,90,10,2,0,100
9,100,11,90,10,35,0,100
3,100,1,90,10,95,0,100
10,100,11,90,10,9,2,100
7,100,11,90,10,81,0,100
6,100,11,90,10,71,0,100
11,100,21,90,10,3,0,100
9,100,11,90,10,36,0,100
10,100,11,90,10,10,2,100
2,100,1,90,10,88,0,100
3,100,1,90,10,96,0,100
6,100,11,90,10,72,0,100
9,100,11,90,10,37,0,100
11,100,21,90,10,4,0,100
10,100,11,90,10,11,1,100
7,100,11,90,10,82,0,100
2,100,1,90,10,89,0,100
9,100,11,90,10,38,0,100
3,100,1,90,10,97,0,100
10,100,11,90,10,12,1,100
11,100,21,90,10,5,0,100
9,100,11,90,10,39,0,100
6,100,11,90,10,73,0,100
11,100,21,90,10,6,0,100
10,100,11,90,10,13,1,100
12,100,21,90,10,1,2,100
9,100,11,90,10,40,0,100
2,100,1,90,10,90,0,100
3,100,1,90,10,98,0,100
7,100,11,90,10,83,0,100
11,100,21,90,10,7,0,100
10,100,11,90,10,14,1,100
9,100,11,90,10,41,0,100
6,100,11,90,10,74,0,100
10,100,11,90,10,15,1,100
11,100,21,90,10,8,0,100
12,100,21,90,10,2,1,100
11,100,21,90,10,9,0,100
2,100,1,90,10,91,0,100
7,100,11,90,10,84,0,100
3,100,1,90,10,99,0,100
10,100,11,90,10,16,1,100
11,100,21,90,10,10,0,100
6,100,11,90,10,75,0,100
7,100,11,90,10,85,0,100
12,100,21,90,10,3,1,100
2,100,1,90,10,92,0,100
10,100,11,90,10,17,1,100
11,100,21,90,10,11,0,100
3,100,1,90,10,100,0,100
6,100,11,90,10,76,0,100
12,100,21,90,10,4,1,100
10,100,11,90,10,18,1,100
7,100,11,90,10,86,0,100
12,100,21,90,10,5,1,100
11,100,21,90,10,12,0,100
2,100,1,90,10,93,0,100
