[run number],initial-people,num-infect,immune-chance,recovery-chance,[step],count turtles with [infected?],count turtles,sum [sicktime] of turtles
6,1000,100,80,10,75,37,1000,2630
7,1000,100,80,10,56,54,1000,1584
8,1000,100,80,10,61,83,1000,3117
3,1000,100,80,10,80,83,1000,4275
2,1000,100,80,10,60,49,1000,2280
1,1000,100,80,10,59,73,1000,2721
6,1000,100,80,10,76,36,1000,2667
5,1000,100,80,10,61,23,1000,1399
3,1000,100,80,10,81,87,1000,4358
4,1000,100,80,10,69,114,1000,5468
6,1000,100,80,10,77,36,1000,2703
8,1000,100,80,10,62,94,1000,3200
3,1000,100,80,10,82,86,1000,4445
7,1000,100,80,10,57,53,1000,1638
5,1000,100,80,10,62,24,1000,1422
6,1000,100,80,10,78,35,1000,2739
3,1000,100,80,10,83,81,1000,4531
1,1000,100,80,10,60,68,1000,2794
8,1000,100,80,10,63,95,1000,3294
4,1000,100,80,10,70,112,1000,5582
5,1000,100,80,10,63,22,1000,1446
6,1000,100,80,10,79,37,1000,2774
7,1000,100,80,10,58,58,1000,1691
3,1000,100,80,10,84,88,1000,4612
8,1000,100,80,10,64,95,1000,3389
1,1000,100,80,10,61,75,1000,2862
5,1000,100,80,10,64,23,1000,1468
4,1000,100,80,10,71,117,1000,5694
6,1000,100,80,10,80,39,1000,2811
3,1000,100,80,10,85,84,1000,4700
7,1000,100,80,10,59,57,1000,1749
5,1000,100,80,10,65,22,1000,1491
4,1000,100,80,10,72,117,1000,5811
8,1000,100,80,10,65,94,1000,3484
6,1000,100,80,10,81,45,1000,2850
1,1000,100,80,10,62,82,1000,2937
3,1000,100,80,10,86,85,1000,4784
7,1000,100,80,10,60,60,1000,1806
5,1000,100,80,10,66,24,1000,1513
4,1000,100,80,10,73,116,1000,5928
6,1000,100,80,10,82,43,1000,2895
3,1000,100,80,10,87,84,1000,4869
8,1000,100,80,10,66,95,1000,3578
1,1000,100,80,10,63,82,1000,3019
7,1000,100,80,10,61,53,1000,1866
5,1000,100,80,10,67,20,1000,1537
6,1000,100,80,10,83,39,1000,2938
4,1000,100,80,10,74,115,1000,6044
3,1000,100,80,10,88,85,1000,4953
8,1000,100,80,10,67,95,1000,3673
7,1000,100,80,10,62,51,1000,1919
5,1000,100,80,10,68,21,1000,1557
6,1000,100,80,10,84,36,1000,2977
1,1000,100,80,10,64,82,1000,3101
3,1000,100,80,10,89,92,1000,5038
8,1000,100,80,10,68,96,1000,3768
5,1000,100,80,10,69,21,1000,1578
6,1000,100,80,10,85,35,1000,3013
4,1000,100,80,10,75,119,1000,6159
7,1000,100,80,10,63,50,1000,1970
1,1000,100,80,10,65,77,1000,3183
8,1000,100,80,10,69,92,1000,3864
3,1000,100,80,10,90,89,1000,5130
6,1000,100,80,10,86,35,1000,3048
5,1000,100,80,10,70,21,1000,1599
1,1000,100,80,10,66,78,1000,3260
7,1000,100,80,10,64,46,1000,2020
4,1000,100,80,10,76,122,1000,6278
8,1000,100,80,10,70,88,1000,3956
2,1000,100,80,10,61,46,1000,2329
3,1000,100,80,10,91,83,1000,5219
7,1000,100,80,10,65,43,1000,2066
1,1000,100,80,10,67,80,1000,3338
6,1000,100,80,10,87,36,1000,3083
2,1000,100,80,10,62,48,1000,2375
3,1000,100,80,10,92,85,1000,5302
7,1000,100,80,10,66,41,1000,2109
6,1000,100,80,10,88,38,1000,3119
1,1000,100,80,10,68,73,1000,3418
3,1000,100,80,10,93,87,1000,5387
2,1000,100,80,10,63,49,1000,2423
7,1000,100,80,10,67,39,1000,2150
4,1000,100,80,10,77,116,1000,6400
6,1000,100,80,10,89,37,1000,3157
3,1000,100,80,10,94,89,1000,5474
8,1000,100,80,10,71,83,1000,4044
5,1000,100,80,10,71,21,1000,1620
7,1000,100,80,10,68,44,1000,2189
6,1000,100,80,10,90,39,1000,3194
2,1000,100,80,10,64,46,1000,2472
4,1000,100,80,10,78,112,1000,6516
1,1000,100,80,10,69,76,1000,3491
3,1000,100,80,10,95,92,1000,5563
7,1000,100,80,10,69,47,1000,2233
6,1000,100,80,10,91,41,1000,3233
2,1000,100,80,10,65,39,1000,2518
3,1000,100,80,10,96,86,1000,5655
7,1000,100,80,10,70,49,1000,2280
4,1000,100,80,10,79,111,1000,6628
6,1000,100,80,10,92,46,1000,3274
2,1000,100,80,10,66,35,1000,2557
3,1000,100,80,10,97,84,1000,5741
7,1000,100,80,10,71,49,1000,2329
6,1000,100,80,10,93,41,1000,3320
2,1000,100,80,10,67,38,1000,2592
1,1000,100,80,10,70,74,1000,3567
3,1000,100,80,10,98,85,1000,5825
4,1000,100,80,10,80,105,1000,6739
6,1000,100,80,10,94,43,1000,3361
2,1000,100,80,10,68,38,1000,2630
8,1000,100,80,10,72,89,1000,4127
3,1000,100,80,10,99,86,1000,5910
4,1000,100,80,10,81,104,1000,6844
6,1000,100,80,10,95,41,1000,3404
1,1000,100,80,10,71,69,1000,3641
2,1000,100,80,10,69,42,1000,2668
8,1000,100,80,10,73,95,1000,4216
3,1000,100,80,10,100,85,1000,5996
6,1000,100,80,10,96,38,1000,3445
4,1000,100,80,10,82,106,1000,6948
5,1000,100,80,10,72,21,1000,1641
8,1000,100,80,10,74,92,1000,4311
2,1000,100,80,10,70,48,1000,2710
6,1000,100,80,10,97,37,1000,3483
3,1000,100,80,10,101,86,1000,6081
5,1000,100,80,10,73,23,1000,1662
8,1000,100,80,10,75,99,1000,4403
2,1000,100,80,10,71,47,1000,2758
